company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,year,month,layoff_size,funding_category
Aleph Farms,"Tel Aviv, Non-U.S.",30.0,2024-06-05,0.3,Food,https://www.calcalistech.com/ctechnews/article/hkdwxv0na,Unknown,119.0,Israel,6/5/2024,2024,6,Small,Medium
MoonPay,Dover,30.0,2024-06-05,0.1,Crypto,https://www.theblock.co/post/298638/moonpay-lays-off-10-staff,Unknown,651.0,United States,6/5/2024,2024,6,Small,High
Microsoft,Seattle,1000.0,2024-06-03,,Other,https://www.theverge.com/2024/6/3/24170902/microsoft-hololens-2-mixed-reality-azure-layoffs,Post-IPO,1.0,United States,6/3/2024,2024,6,Medium,Low
OrCam,"Jerusalem, Non-U.S.",100.0,2024-06-03,0.5,Healthcare,https://www.calcalistech.com/ctechnews/article/skd15oj4a,Unknown,86.0,Israel,6/4/2024,2024,6,Small,Medium
Google,SF Bay Area,100.0,2024-05-31,,Consumer,https://www.businessinsider.com/google-cloud-layoffs-job-cuts-employees-globally-2024-5,Post-IPO,26.0,United States,6/1/2024,2024,5,Small,Low
Tropic,New York City,40.0,2024-05-31,,Finance,https://www.linkedin.com/feed/update/urn:li:activity:7202356908194758657/,Series B,67.0,United States,6/1/2024,2024,5,Small,Medium
FlightStats,Portland,73.0,2024-05-30,,Travel,https://www.oregonlive.com/silicon-forest/2024/05/flight-tracking-company-cirium-will-lay-off-37-portland-tech-workers.html,Acquired,3.0,United States,5/31/2024,2024,5,Small,Low
ICANN,Los Angeles,33.0,2024-05-30,0.07,Infrastructure,https://www.icann.org/en/blogs/details/organizational-changes-to-ensure-icanns-financial-stability-and-sustainability-30-05-2024-en,Unknown,0.0,United States,6/5/2024,2024,5,Small,
Walnut,New York City,15.0,2024-05-29,0.2,Sales,https://www.calcalistech.com/ctechnews/article/hj71t1b4r,Series B,56.0,United States,5/31/2024,2024,5,Small,Medium
Glovo,"Madrid, Non-U.S.",22.0,2024-05-25,,Food,https://www.eleconomista.es/tecnologia/noticias/12832290/05/24/glovo-fulmina-su-hub-tecnologico-en-madrid-y-se-lo-lleva-a-barcelona.html,Acquired,1200.0,Spain,7/25/2024,2024,5,Small,Very High
Lucid Motors,SF Bay Area,400.0,2024-05-24,0.06,Transportation,https://electrek.co/2024/05/24/lucid-lcid-cuts-us-workforce-by-6-ahead-gravity-ev-launch/,Post-IPO,8300.0,United States,5/24/2024,2024,5,Medium,Very High
Satellogic,"Montevideo, Non-U.S.",34.0,2024-05-24,0.13,Aerospace,https://spacenews.com/satellogic-lays-off-13-of-workforce/,Post-IPO,424.0,Uruguay,6/19/2024,2024,5,Small,High
Foursquare,New York City,105.0,2024-05-23,0.25,Marketing,https://techcrunch.com/2024/05/23/foursquare-just-laid-off-105-employees/,Series G,390.0,United States,5/24/2024,2024,5,Medium,High
Guild,Denver,300.0,2024-05-22,0.25,Education,https://www.denverpost.com/2024/05/22/education-tech-guild-layoffs/,Series F,643.0,United States,5/23/2024,2024,5,Medium,High
Cue Health,San Diego,180.0,2024-05-22,1.0,Healthcare,https://www.fiercebiotech.com/medtech/home-covid-testmaker-cue-health-shut-down-operations-lay-staff-report,Post-IPO,899.0,United States,5/23/2024,2024,5,Medium,High
TikTok,Los Angeles,1000.0,2024-05-21,,Consumer,https://www.theinformation.com/articles/tiktok-plans-layoffs-of-operations-and-marketing-employees,Acquired,0.0,United States,6/14/2024,2024,5,Medium,
Toshiba,"Tokyo, Non-U.S.",4000.0,2024-05-16,,Manufacturing,https://www.reuters.com/technology/newly-privatised-toshiba-cut-4000-jobs-restructuring-drive-2024-05-16/,Unknown,0.0,Japan,5/24/2024,2024,5,Large,
Wefox,"Berlin, Non-U.S.",60.0,2024-05-16,,Finance,https://news.sky.com/story/insurance-unicorn-wefox-warns-investors-of-insolvency-risk-13137125,Series D,1300.0,Germany,5/17/2024,2024,5,Small,Very High
Replit,SF Bay Area,30.0,2024-05-16,0.2,Product,https://www.theinformation.com/briefings/ai-coding-startup-replit-cuts-20-of-staff-shifts-to-enterprise-sales,Unknown,222.0,United States,5/16/2024,2024,5,Small,High
Atmosphere,Austin,100.0,2024-05-15,,Other,https://www.bizjournals.com/austin/news/2024/05/15/layoffs-streaming-startup-austin-atmosphere.html,Series D,214.0,United States,5/17/2024,2024,5,Small,High
Singularity 6,Los Angeles,36.0,2024-05-15,,Other,https://twitter.com/sweetpotatoes/status/1790866384810811763,Series B,49.0,United States,5/17/2024,2024,5,Small,Low
Indeed,Austin,1000.0,2024-05-13,0.08,HR,https://www.indeed.com/press/releases/a-message-from-our-ceo-chris-hyams-2?co=US,Acquired,5.0,United States,5/13/2024,2024,5,Medium,Low
Motional,Pittsburgh,550.0,2024-05-10,0.4,Transportation,https://techcrunch.com/2024/05/10/motional-cut-about-550-employees-around-40-in-recent-restructuring-sources-say/,Unknown,0.0,United States,5/8/2024,2024,5,Medium,
Rivian,Los Angeles,120.0,2024-05-10,,Transportation,https://www.sfchronicle.com/tech/article/tech-layoffs-google-rivian-19451076.php,Post-IPO,10700.0,United States,5/11/2024,2024,5,Medium,Very High
Google,SF Bay Area,57.0,2024-05-10,,Consumer,https://www.sfchronicle.com/tech/article/tech-layoffs-google-rivian-19451076.php,Post-IPO,26.0,United States,5/11/2024,2024,5,Small,Low
Vacasa,Portland,800.0,2024-05-09,0.13,Travel,https://skift.com/2024/05/09/vacasa-told-employees-about-layoffs-restructuring-and-leadership-changes/,Post-IPO,834.0,United States,5/10/2024,2024,5,Medium,High
Sight Diagnostics,"Tel Aviv, Non-U.S.",40.0,2024-05-09,0.3,Healthcare,https://www.calcalistech.com/ctechnews/article/rkhuj119gc,Series D,124.0,Israel,6/5/2024,2024,5,Small,Medium
PrepLadder,"New Delhi, Non-U.S.",145.0,2024-05-08,0.25,Education,https://inc42.com/buzz/unacademys-prepladder-lays-off-145-employees-in-sales-strategy-rejig/,Acquired,0.0,India,5/9/2024,2024,5,Medium,
Simpl,"Bengaluru, Non-U.S.",100.0,2024-05-08,0.15,Finance,https://www.moneycontrol.com/technology/bnpl-startup-simpl-lays-off-at-least-100-employees-as-part-of-cost-cutting-measures-article-12717158.html?classic=true,Series B,72.0,India,5/8/2024,2024,5,Small,Medium
Arkane Studios,Austin,96.0,2024-05-08,1.0,Consumer,https://www.bizjournals.com/austin/news/2024/05/08/austin-gaming-studio-shuts-down.html,Unknown,0.0,United States,5/10/2024,2024,5,Small,
Enovix,SF Bay Area,170.0,2024-05-06,0.33,Energy,https://www.theinformation.com/articles/battery-developer-enovix-lays-off-roughly-one-third-of-staff,Post-IPO,516.0,United States,5/7/2024,2024,5,Medium,High
Cue Health,San Diego,230.0,2024-05-03,0.49,Healthcare,https://www.beckershospitalreview.com/digital-health/health-tech-company-lays-off-49-of-workforce.html,Post-IPO,899.0,United States,5/4/2024,2024,5,Medium,High
Rivian,Los Angeles,150.0,2024-05-03,0.01,Transportation,https://abc7.com/rivian-jobs-irvine-careers-electric-vehicle/14761190/,Post-IPO,10700.0,United States,5/11/2024,2024,5,Medium,Very High
Luminar,Orlando,140.0,2024-05-03,0.2,Transportation,https://techcrunch.com/2024/05/03/luminar-layoffs-reduction-restructuring-lidar/,Post-IPO,780.0,United States,5/4/2024,2024,5,Medium,High
Sprinklr,New York City,116.0,2024-05-03,0.03,Support,https://techcrunch.com/2024/05/03/sprinklr-lays-off-more-than-100-employees/,Post-IPO,429.0,United States,5/3/2024,2024,5,Medium,High
Bakkt,Atlanta,28.0,2024-05-03,,Crypto,https://seekingalpha.com/news/4099966-crypto-platform-bakkt-to-lay-off-28-employees,Post-IPO,932.0,United States,5/4/2024,2024,5,Small,High
Peloton,New York City,400.0,2024-05-02,0.15,Fitness,https://www.cnbc.com/2024/05/02/peloton-ceo-barry-mccarthy-steps-down-15percent-of-staff-laid-off.html,Post-IPO,1900.0,United States,5/2/2024,2024,5,Medium,Very High
Cabify,"Madrid, Non-U.S.",29.0,2024-05-02,,Transportation,https://www.epe.es/es/activos/20240502/cabify-ejecuta-veintena-despidos-staff-101773083,Unknown,601.0,Spain,5/9/2024,2024,5,Small,High
Google,SF Bay Area,200.0,2024-05-01,,Consumer,https://www.cnbc.com/2024/05/01/google-cuts-hundreds-of-core-workers-moves-jobs-to-india-mexico.html,Post-IPO,26.0,United States,5/2/2024,2024,5,Medium,Low
Assurance,Seattle,112.0,2024-05-01,1.0,Finance,https://www.geekwire.com/2024/prudential-to-shut-down-assurance-the-insurance-tech-startup-it-acquired-for-2-35b-in-2019/,Acquired,0.0,United States,5/2/2024,2024,5,Medium,
Tesla,Austin,500.0,2024-04-30,,Transportation,https://www.theverge.com/2024/4/30/24145621/tesla-layoff-supercharger-ev-charging-nacs-elon-musk,Post-IPO,20200.0,United States,5/1/2024,2024,4,Medium,Very High
RiseUp,"Tel Aviv, Non-U.S.",50.0,2024-04-30,0.5,Finance,https://www.calcalistech.com/ctechnews/article/sjhgncr11c,Series B,30.0,Israel,6/5/2024,2024,4,Small,Low
Getir,"London, Non-U.S.",3300.0,2024-04-29,,Food,https://techcrunch.com/2024/04/29/getir-getout-instant-delivery/,Series E,1800.0,United Kingdom,4/29/2024,2024,4,Large,Very High
Ola,"Bengaluru, Non-U.S.",180.0,2024-04-29,0.1,Transportation,https://techcrunch.com/2024/04/29/indian-ride-hailing-giant-ola-cuts-180-jobs-in-profitability-push/,Series J,5000.0,India,4/30/2024,2024,4,Medium,Very High
Ninja Van,"Singapore, Non-U.S.",21.0,2024-04-29,0.1,Transportation,https://www.theedgesingapore.com/news/company-news/second-round-layoffs-ninja-van-less-three-months-5-singapore-staff-affected,Series E,974.0,Singapore,7/3/2024,2024,4,Small,High
HealthifyMe,"Bengaluru, Non-U.S.",150.0,2024-04-27,0.27,Healthcare,https://inc42.com/buzz/healthify-fires-150-employees-in-a-restructuring-exercise/,Series D,130.0,India,4/29/2024,2024,4,Medium,Medium
True Anomaly,Denver,30.0,2024-04-25,0.25,Aerospace,https://techcrunch.com/2024/04/25/defense-space-startup-true-anomaly-layoffs-cancels-internship/,Series B,158.0,United States,4/26/2024,2024,4,Small,Medium
Freenome,SF Bay Area,100.0,2024-04-23,0.2,Healthcare,https://www.sfchronicle.com/bayarea/article/tech-layoffs-freenome-19421173.php,Series E,1400.0,United States,4/24/2024,2024,4,Small,Very High
Heureka Group,"Prague, Non-U.S.",100.0,2024-04-23,0.16,Retail,https://cc.cz/heureka-hromadne-propustila-stovku-lidi-jsme-zasazeni-tlakem-na-efektivitu-uvedla/,Acquired,0.0,Czech Republic,4/24/2024,2024,4,Small,
OutSystems,Boston,150.0,2024-04-19,0.08,Product,https://observador.pt/2024/04/19/unicornio-outsystems-faz-reducao-de-8-no-total-de-trabalhadores/,Series G,802.0,United States,5/3/2024,2024,4,Medium,High
The Good Glamm Group,"New Delhi, Non-U.S.",150.0,2024-04-18,0.15,Retail,https://economictimes.indiatimes.com/tech/technology/content-to-commerce-platform-the-good-glamm-group-lays-off-150-employees/articleshow/109401639.cms,Unknown,180.0,India,4/18/2024,2024,4,Medium,Medium
Showpad,"Ghent, Non-U.S.",50.0,2024-04-18,0.1,Marketing,https://www.tijd.be/ondernemen/technologie/techbedrijf-showpad-slaat-met-nieuwe-ontslagronde-pad-naar-winst-in-we-willen-overnames-doen/10540237.html,Series D,159.0,Belgium,4/24/2024,2024,4,Small,Medium
Stability AI,"London, Non-U.S.",20.0,2024-04-18,,AI,https://www.cnbc.com/2024/04/18/ai-startup-stability-lays-off-10percent-of-employees-after-ceo-exit.html,Unknown,174.0,United Kingdom,4/18/2024,2024,4,Small,Medium
Take-Two,New York City,579.0,2024-04-16,0.05,Consumer,https://www.ign.com/articles/take-two-announces-layoffs-while-canceling-multiple-in-development-projects,Post-IPO,4100.0,United States,4/16/2024,2024,4,Medium,Very High
Tome,SF Bay Area,12.0,2024-04-16,0.25,AI,https://www.semafor.com/article/04/16/2024/ai-startup-tome-lays-off-staff-to-focus-on-revenue,Series B,75.0,United States,4/16/2024,2024,4,Small,Medium
Tesla,Austin,14000.0,2024-04-15,0.1,Transportation,https://www.nytimes.com/2024/04/15/business/tesla-layoff-elon-musk.html,Post-IPO,20200.0,United States,4/15/2024,2024,4,Massive,Very High
Criteo,"Paris, Non-U.S.",140.0,2024-04-12,0.04,Marketing,https://www.businessinsider.com/criteo-layoffs-global-staff-job-reductions-2024-4,Post-IPO,61.0,France,4/12/2024,2024,4,Medium,Medium
Glovo,"Barcelona, Non-U.S.",25.0,2024-04-12,,Food,https://beteve.cat/economia/glovo-acomiada-25-treballadors-oficines-barcelona/,Acquired,1200.0,Spain,4/12/2024,2024,4,Small,Very High
TikTok,"Dublin, Non-U.S.",250.0,2024-04-11,,Consumer,https://www.thejournal.ie/tiktok-to-cut-around-300-jobs-6352003-Apr2024/,Acquired,0.0,Ireland,4/12/2024,2024,4,Medium,
Fabric,New York City,30.0,2024-04-11,0.15,Logistics,https://www.calcalistech.com/ctechnews/article/hyfcqfhlr,Series C,336.0,United States,4/12/2024,2024,4,Small,High
Cornershop,"Santiago, Non-U.S.",200.0,2024-04-10,,Food,https://dfmas.df.cl/df-mas/coffee-break/uber-chile-despide-a-200-personas,Acquired,32.0,Chile,4/12/2024,2024,4,Medium,Low
Scaler,"Bengaluru, Non-U.S.",150.0,2024-04-10,,Education,https://entrackr.com/2024/04/tech-upskilling-startup-scaler-lays-off-150-employees/,Series B,55.0,India,4/10/2024,2024,4,Medium,Medium
Checkr,SF Bay Area,382.0,2024-04-09,0.32,HR,Internal memo,Series D,679.0,United States,4/9/2024,2024,4,Medium,High
Intel,SF Bay Area,62.0,2024-04-09,,Hardware,https://www.crn.com/news/components-peripherals/2024/intel-layoffs-impact-62-jobs-at-california-hq,Post-IPO,12.0,United States,4/12/2024,2024,4,Small,Low
Trendsales,"Copenhagen, Non-U.S.",79.0,2024-04-08,1.0,Retail,https://aimgroup.com/2024/04/08/vinted-reportedly-lays-off-all-trendsales-employees-after-takeover/,Acquired,0.0,Denmark,4/10/2024,2024,4,Small,
Singularity 6,Los Angeles,49.0,2024-04-08,0.35,Other,https://www.gamesindustry.biz/singularity-6-reduces-workforce-by-35,Series B,49.0,United States,4/10/2024,2024,4,Small,Low
Bolt.Earth,"Bengaluru, Non-U.S.",70.0,2024-04-06,0.4,Energy,https://inc42.com/buzz/bolt-earth-fires-employees-in-another-restructuring-exercise-shuts-two-business-verticals/,Series B,24.0,India,4/8/2024,2024,4,Small,Low
Apple,SF Bay Area,614.0,2024-04-04,,Hardware,https://www.bloomberg.com/news/articles/2024-04-04/apple-cut-at-least-600-workers-when-car-screen-projects-stopped?embedded-checkout=true,Post-IPO,1200.0,United States,4/5/2024,2024,4,Medium,Very High
Lightspeed Commerce,"Montreal, Non-U.S.",280.0,2024-04-03,,Retail,https://www.bnnbloomberg.ca/lightspeed-commerce-cutting-280-jobs-as-it-focuses-on-profitable-growth-1.2054620,Post-IPO,1200.0,Canada,4/3/2024,2024,4,Medium,Very High
Ghost Autonomy,SF Bay Area,100.0,2024-04-03,1.0,Transportation,https://www.sfgate.com/tech/article/ghost-autonomy-shutdown-tech-layoff-19385702.php,Series E,247.0,United States,4/4/2024,2024,4,Small,High
Vivian Health,SF Bay Area,13.0,2024-04-03,,Healthcare,Internal memo,Acquired,60.0,United States,4/10/2024,2024,4,Small,Medium
Byju's,"Bengaluru, Non-U.S.",500.0,2024-04-02,0.03,Education,https://www.business-standard.com/companies/news/byju-s-lays-off-500-employees-terminates-employment-over-phone-calls-124040201104_1.html,Private Equity,5500.0,India,4/2/2024,2024,4,Medium,Very High
Osso VR,SF Bay Area,67.0,2024-04-01,,Healthcare,https://www.medtechdive.com/news/osso-vr-lay-off-67-people-san-francisco/711814/,Series C,109.0,United States,4/2/2024,2024,4,Small,Medium
Identiq,"Tel Aviv, Non-U.S.",20.0,2024-04-01,0.44,Security,https://www.calcalistech.com/ctechnews/article/bjfyzloya,Series A,52.0,Israel,4/2/2024,2024,4,Small,Medium
ChowNow,Los Angeles,60.0,2024-03-28,0.2,Food,https://techcrunch.com/2024/03/28/chownow-acquires-yc-backed-point-of-sale-platform-cuboh-and-is-laying-off-staff/,Series C,64.0,United States,3/28/2024,2024,3,Small,Medium
Synctera,SF Bay Area,17.0,2024-03-26,0.15,Finance,https://techcrunch.com/2024/03/26/baas-startup-synctera-layoffs-fintech/,Series A,79.0,United States,3/26/2024,2024,3,Small,Medium
Dell,Austin,6000.0,2024-03-25,0.05,Hardware,https://siliconangle.com/2024/03/25/dell-reduces-global-workforce-around-6000-jobs/,Post-IPO,0.0,United States,3/27/2024,2024,3,Large,
ShopBack,"Singapore, Non-U.S.",195.0,2024-03-19,0.24,Retail,https://www.bloomberg.com/news/articles/2024-03-19/temasek-backed-shopback-cuts-24-of-jobs-in-pay-later-defeat?embedded-checkout=true,Series F,355.0,Singapore,3/20/2024,2024,3,Medium,High
Orbotech,"Yavne, Non-U.S.",100.0,2024-03-19,,Manufacturing,https://www.calcalistech.com/ctechnews/article/hy20lqwrt,Acquired,0.0,Israel,3/20/2024,2024,3,Small,
Flock Freight,San Diego,54.0,2024-03-16,,Logistics,https://www.freightwaves.com/news/flock-reports-layoffs-path-to-profitability,Series D,399.0,United States,3/17/2024,2024,3,Small,High
Chipper Cash,SF Bay Area,20.0,2024-03-15,,Finance,https://www.theinformation.com/briefings/payments-startup-chipper-cuts-jobs-in-seventh-round-of-layoffs,Series C,302.0,United States,3/17/2024,2024,3,Small,High
Ancestry,Lehi,81.0,2024-03-14,0.06,Consumer,https://endpts.com/ancestry-cut-6-of-workforce-as-genealogy-giant-struggles-with-subscription-revenue/,Post-IPO,33.0,United States,4/18/2024,2024,3,Small,Low
Textio,Seattle,14.0,2024-03-14,0.16,Recruiting,https://www.geekwire.com/2024/augmented-writing-startup-textio-lays-off-14-employees-or-16-of-staff/,Unknown,42.0,United States,3/15/2024,2024,3,Small,Low
Stash,New York City,80.0,2024-03-13,0.25,Finance,https://www.axios.com/pro/fintech-deals/2024/03/13/stash-lays-off-25-percent,Unknown,480.0,United States,3/13/2024,2024,3,Small,High
Phantom Auto,SF Bay Area,100.0,2024-03-12,1.0,Transportation,https://techcrunch.com/2024/03/12/remote-driving-startup-phantom-auto-is-shutting-down/,Unknown,86.0,United States,3/12/2024,2024,3,Small,Medium
Deadspin,New York City,11.0,2024-03-11,1.0,Media,https://variety.com/2024/digital/news/deadspin-staff-laid-off-site-sold-1235938325/,Acquired,0.0,United States,3/11/2024,2024,3,Small,
Niche,Pittsburgh,24.0,2024-03-08,0.07,Education,https://technical.ly/professional-development/niche-layoffs-pittsburgh-edtech/,Series C,44.0,United States,3/11/2024,2024,3,Small,Low
Turnitin,SF Bay Area,15.0,2024-03-07,0.02,Education,https://techcrunch.com/2024/03/07/turnitin-laid-off-staff-earlier-this-year-after-ceo-forecast-ai-would-allow-it-to-cut-headcount/,Acquired,0.0,United States,3/7/2024,2024,3,Small,
Sorare,New York City,22.0,2024-03-06,0.13,Crypto,https://techcrunch.com/2024/03/06/nft-fantasy-sports-startup-sorare-layoffs-web3-gaming/,Series B,739.0,United States,3/6/2024,2024,3,Small,High
MessageBird,"Amsterdam, Non-U.S.",90.0,2024-03-05,0.2,Other,https://www.amsterdamai.com/en/nieuws/529e0e27-44d0-0505-2af2-f473d807ab03/Bird-ontslaat-werknemers-wegens-AI-effici%C3%ABntie,Series C,1100.0,Netherlands,3/8/2024,2024,3,Small,Very High
Edgio,Phoenix,80.0,2024-03-04,0.1,Infrastructure,https://investors.edg.io/node/13996/html,Post-IPO,462.0,United States,3/7/2024,2024,3,Small,High
Melio,New York City,40.0,2024-03-04,0.07,Finance,https://www.calcalistech.com/ctechnews/article/r1sremqtt,Series D,504.0,United States,3/5/2024,2024,3,Small,High
Our Next Energy,Detroit,40.0,2024-03-04,0.13,Transportation,https://www.bloomberg.com/news/articles/2024-03-04/michigan-battery-startup-one-cuts-jobs-as-ceo-seeks-fresh-funds?embedded-checkout=true,Series B,390.0,United States,3/5/2024,2024,3,Small,High
Project Ronin,SF Bay Area,150.0,2024-03-01,1.0,Healthcare,https://www.bloomberg.com/news/articles/2024-03-01/larry-ellison-s-cancer-software-startup-project-ronin-is-closing,Unknown,0.0,United States,3/5/2024,2024,3,Medium,
Pristyn Care,"Gurugram, Non-U.S.",120.0,2024-03-01,0.07,Healthcare,https://entrackr.com/2024/03/pristyn-care-lays-off-around-120-employees-as-it-targets-profitability-and-ipo/,Series E,177.0,India,3/1/2024,2024,3,Medium,Medium
Gro Intelligence,New York City,90.0,2024-03-01,0.6,Food,https://www.wsj.com/business/climate-data-startup-with-all-star-investors-and-roots-in-africa-nearly-collapses-3f675357?mod=e2li,Series B,118.0,United States,3/3/2024,2024,3,Small,Medium
Electronic Arts,SF Bay Area,670.0,2024-02-28,0.05,Consumer,https://www.cnbc.com/2024/02/28/ea-layoffs-company-to-cut-5percent-of-workforce-or-about-670-employees.html,Post-IPO,2.0,United States,2/29/2024,2024,2,Medium,Low
Vacasa,Portland,320.0,2024-02-28,0.05,Travel,https://www.oregonlive.com/business/2024/02/portland-based-vacasa-will-lay-off-another-320-new-year-is-off-to-a-difficult-start.html,Post-IPO,834.0,United States,2/29/2024,2024,2,Medium,High
OrCam,"Jerusalem, Non-U.S.",50.0,2024-02-28,0.19,Healthcare,https://www.calcalistech.com/ctechnews/article/skd15oj4a,Unknown,86.0,Israel,6/4/2024,2024,2,Small,Medium
Treasury Prime,SF Bay Area,40.0,2024-02-28,0.4,Finance,https://www.bankingdive.com/news/treasury-prime-lay-off-40-50-employees-marketing-liaison-direct-fintech-partner-chris-dean/708770/,Series C,71.0,United States,2/29/2024,2024,2,Small,Medium
Sony Interactive,SF Bay Area,900.0,2024-02-27,0.08,Consumer,https://www.theverge.com/2024/2/27/24084494/sony-playstation-layoffs-2024,Subsidiary,0.0,United States,2/27/2024,2024,2,Medium,
Bumble,Austin,350.0,2024-02-27,0.3,Consumer,https://www.cnbc.com/2024/02/27/bumble-layoffs-350-employees-or-about-37percent-of-workforce.html,Post-IPO,313.0,United States,2/27/2024,2024,2,Medium,High
PropertyGuru,"Singapore, Non-U.S.",79.0,2024-02-27,,Real Estate,https://www.theedgesingapore.com/news/company-news/propertyguru-cuts-79-jobs-amid-organisational-changes,Post-IPO,676.0,Singapore,2/27/2024,2024,2,Small,High
Expedia,Seattle,1500.0,2024-02-26,0.08,Travel,https://www.geekwire.com/2024/expedia-group-cutbacks-will-impact-1500-roles-this-year-more-than-8-of-workforce/,Post-IPO,3300.0,United States,2/27/2024,2024,2,Large,Very High
WayCool,"Chennai, Non-U.S.",70.0,2024-02-26,,Food,https://inc42.com/buzz/exclusive-waycool-fires-70-employees-in-second-restructuring-exercise-within-a-year/,Unknown,363.0,India,2/27/2024,2024,2,Small,High
Redesign Health,New York City,77.0,2024-02-23,,Healthcare,https://www.crainsnewyork.com/health-pulse/union-square-based-redesign-health-cuts-staff-slows-startup-creation,Series C,315.0,United States,2/24/2024,2024,2,Small,High
Carbon Health,SF Bay Area,56.0,2024-02-23,,Healthcare,https://www.sfchronicle.com/bayarea/article/bay-area-layoffs-carbon-health-18684600.php,Series D,522.0,United States,2/24/2024,2024,2,Small,High
Affirm,Pittsburgh,60.0,2024-02-21,,Finance,https://bnnbreaking.com/finance-nav/affirms-pittsburgh-layoffs-a-tale-of-corporate-strategy-and-employee-impact,Post-IPO,1500.0,United States,2/22/2024,2024,2,Small,Very High
Finder,"Sydney, Non-U.S.",60.0,2024-02-21,0.17,Retail,https://www.startupdaily.net/topic/business/finder-cuts-staffing-for-the-3rd-time-in-a-year-shedding-60-jobs/,Unknown,30.0,Australia,2/22/2024,2024,2,Small,Low
Aptiv,"Krakow, Non-U.S.",250.0,2024-02-20,,Transportation,"https://wyborcza.biz/biznes/7,159911,30719165,w-pol-godziny-zwolnili-250-osob-dostal-godzine-na-spakowanie.html?disableRedirects=true",Post-IPO,8.0,Poland,2/21/2024,2024,2,Medium,Low
Tails.com,"London, Non-U.S.",55.0,2024-02-20,0.25,Retail,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,Series A,5.0,United Kingdom,2/21/2024,2024,2,Small,Low
Farfetch,"London, Non-U.S.",2000.0,2024-02-16,0.25,Retail,https://www.drapersonline.com/news/farfetch-to-cut-up-to-30-jobs,Acquired,1700.0,United Kingdom,2/16/2024,2024,2,Large,Very High
Voi,"Stockholm, Non-U.S.",120.0,2024-02-16,0.12,Transportation,https://sifted.eu/articles/voi-layoffs-news,Series D,515.0,Sweden,2/20/2024,2024,2,Medium,High
Toast,Boston,550.0,2024-02-15,0.1,Food,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=true,Post-IPO,962.0,United States,2/15/2024,2024,2,Medium,High
Sonder,SF Bay Area,106.0,2024-02-15,0.17,Travel,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1819395/000181939524000007/son-20240215.htm,Post-IPO,839.0,United States,2/21/2024,2024,2,Medium,High
LinkSquares,Boston,90.0,2024-02-15,,Legal,Internal memo,Series C,161.0,United States,1/5/2025,2024,2,Small,Medium
Storytel,"Stockholm, Non-U.S.",80.0,2024-02-15,0.13,Consumer,https://investors.storytel.com/en/wp-content/uploads/sites/2/2024/02/presentation-q4-report-2023.pdf,Post-IPO,312.0,Sweden,2/16/2024,2024,2,Small,High
Gro Intelligence,New York City,20.0,2024-02-15,0.1,Food,https://agfundernews.com/ai-powered-ag-insights-platform-gro-intelligence-lays-off-10-of-its-staff,Series B,118.0,United States,2/16/2024,2024,2,Small,Medium
Cisco,SF Bay Area,4250.0,2024-02-14,0.05,Infrastructure,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,Post-IPO,2.0,United States,2/14/2024,2024,2,Large,Low
Wint Wealth,"Nashik, Non-U.S.",19.0,2024-02-14,0.2,Finance,https://inc42.com/buzz/exclusive-wint-wealth-fires-20-of-its-workforce-in-a-restructuring-exercise/,Series A,16.0,India,2/15/2024,2024,2,Small,Low
Instacart,SF Bay Area,250.0,2024-02-13,0.07,Food,https://www.cnbc.com/2024/02/13/instacart-layoffs-company-to-cut-250-employees-or-about-7percent.html,Post-IPO,2900.0,United States,2/13/2024,2024,2,Medium,Very High
Redesign Health,New York City,77.0,2024-02-13,,Healthcare,https://www.fiercehealthcare.com/health-tech/redesign-health-reduces-workforce-it-slows-down-pace-new-company-launches-2024,Unknown,315.0,United States,2/14/2024,2024,2,Small,High
Mozilla,SF Bay Area,60.0,2024-02-13,0.05,Consumer,https://www.bloomberg.com/news/articles/2024-02-13/firefox-maker-mozilla-is-cutting-60-jobs-after-naming-new-ceo,Unknown,2.3,United States,2/13/2024,2024,2,Small,Low
Impinj,Seattle,50.0,2024-02-13,0.1,Other,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html,Post-IPO,137.0,United States,3/14/2024,2024,2,Small,Medium
Riskified,New York City,40.0,2024-02-13,0.06,Retail,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,Post-IPO,229.0,United States,2/14/2024,2024,2,Small,High
SiriusXM,New York City,160.0,2024-02-12,0.03,Media,https://variety.com/2024/digital/news/siriusxm-layoffs-160-employees-1235908020/,Post-IPO,525.0,United States,3/17/2024,2024,2,Medium,High
Licious,"Bengaluru, Non-U.S.",80.0,2024-02-09,0.03,Food,https://www.livemint.com/companies/licious-lays-off-80-employees-with-eye-on-growth-11707473279919.html,Series F,490.0,India,2/9/2024,2024,2,Small,High
